"['<S>', 'Could ', 'the ', 'World ', 'Series ', 'Help ', 'TARGET1', '( ', 'or ', 'OPPONENT', ') ', 'Win ', 'TARGET2', '? ', '- ', 'The ', 'Atlantic ', '</S>']","['START', 'O', 'O', 'O', 'O', 'O', 'MOD', 'O', 'O', 'MOD', 'O', 'O', 'MOD', 'O', 'O', 'O', 'O', 'END']",Presidential Elections,Clinton,Ohio,"{'CONTEXT: TARGET1 (  or  OPPONENT )': 1, 'CONTEXT: )  Win TARGET2': 1, 'CONTEXT: TARGET1 (  or  OPPONENT': 1, 'CONTEXT: or  OPPONENT )  Win TARGET2': 1, 'OPP CONTEXT: TARGET1 (  or OPPONENT )  Win  TARGET2': 1, 'CONTEXT: OPPONENT )  Win TARGET2': 1, 'CONTEXT: Series  Help TARGET1 (  or': 1, 'PAIR CONTEXT: TARGET1 (  or  OPPONENT )  Win TARGET2': 1, 'CONTEXT: )  Win TARGET2 ?  -': 1, 'OPPONENT closer to KEYWORD': 1, 'CONTEXT: Help TARGET1': 1, 'CONTEXT: World  Series  Help TARGET1': 1, 'CONTEXT: or  OPPONENT )  Win TARGET2 ?  -  The  Atlantic': 1, 'OPP CONTEXT: OPPONENT )  Win  TARGET2 ?': 1, 'Dependency path to TARGET2: TARGET2': 1, 'CONTEXT: TARGET2 ?': 1, 'OPP CONTEXT: TARGET1 (  or OPPONENT': 1, 'CONTEXT: World  Series  Help TARGET1 (  or  OPPONENT': 1, 'CONTEXT: TARGET2 ?  -  The': 1, 'PAIR CONTEXT: TARGET1 (  or  OPPONENT ) KEYWORD': 1, 'CONTEXT: Series  Help TARGET1': 1, 'OPP CONTEXT: or OPPONENT': 1, 'CONTEXT: OPPONENT )  Win TARGET2 ?  -  The': 1, 'OPP CONTEXT: or OPPONENT )': 1, 'CONTEXT: Win TARGET2 ?': 1, 'CONTEXT: Help TARGET1 (': 1, 'Contains ?': 1, 'CONTEXT: TARGET1 (': 1, 'OPP CONTEXT: Help  TARGET1 (  or OPPONENT )  Win  TARGET2 ?': 1, 'CONTEXT: the  World  Series  Help TARGET1 (  or  OPPONENT )': 1, 'CONTEXT: Win TARGET2': 1, 'OPP CONTEXT: Help  TARGET1 (  or OPPONENT': 1, 'OPP CONTEXT: OPPONENT )  Win': 1, 'OPP CONTEXT: OPPONENT )  Win  TARGET2': 1, 'OPP CONTEXT: (  or OPPONENT )  Win': 1, 'PAIR CONTEXT: OPPONENT ) KEYWORD': 1, 'CONTEXT: TARGET1 (  or': 1, 'OPP CONTEXT: OPPONENT )': 1, 'CONTEXT: the  World  Series  Help TARGET1': 1, 'CONTEXT: TARGET2 ?  -  The  Atlantic': 1, 'CONTEXT: TARGET2 ?  -': 1, 'OPP CONTEXT: (  or OPPONENT': 1}"
"['<S>', 'TARGET2', 'is ', 'a ', 'battleground ', 'state ', 'now ', 'with ', 'OPPONENT', 'and ', 'TARGET1', '. ', 'TARGET1', 'is ', 'a ', 'cheater ', 'we ', 'cannot ', 'let ', 'her ', 'win ', 'so ', 'get ', 'out ', 'and ', 'vote ', 'Everyone ', '!!!! ', '</S>']","['START', 'MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'MOD', 'O', 'MOD', 'O', 'MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'END']",Presidential Elections,Clinton,Ohio,"{'CONTEXT: TARGET1 .': 1, 'OPP CONTEXT: with OPPONENT and': 1, 'OPP CONTEXT: battleground  state  now  with OPPONENT and  TARGET1 .  TARGET1': 1, 'CONTEXT: TARGET1 .  TARGET1 is  a': 1, 'CONTEXT: TARGET1 .  TARGET1 is': 1, 'PAIR CONTEXT: TARGET1 is  a  cheater  we  cannot  let  her KEYWORD': 1, 'CONTEXT: <S> TARGET2 is  a  battleground  state': 1, 'CONTEXT: <S> TARGET2 is  a': 1, 'PAIR CONTEXT: TARGET2 is  a  battleground  state  now  with  OPPONENT and  TARGET1 .  TARGET1 is  a  cheater  we  cannot  let  her KEYWORD': 1, 'CONTEXT: OPPONENT and  TARGET1 . TARGET1 is  a  cheater  we': 1, 'CONTEXT: now  with  OPPONENT and TARGET1': 1, 'OPP CONTEXT: battleground  state  now  with OPPONENT': 1, 'CONTEXT: TARGET1 is  a': 1, 'CONTEXT: <S> TARGET2 is': 1, 'OPP CONTEXT: state  now  with OPPONENT': 1, 'OPP CONTEXT: with OPPONENT': 1, 'OPP CONTEXT: now  with OPPONENT and  TARGET1': 1, 'CONTEXT: TARGET1 is': 1, 'Dependency path to TARGET2: TARGET2': 1, 'PAIR CONTEXT: OPPONENT and  TARGET1 .  TARGET1 is  a  cheater  we  cannot  let  her KEYWORD': 1, 'PAIR CONTEXT: TARGET1 .  TARGET1 is  a  cheater  we  cannot  let  her KEYWORD': 1, 'CONTEXT: . TARGET1': 1, 'OPP CONTEXT: now  with OPPONENT': 1, 'CONTEXT: and  TARGET1 . TARGET1 is  a  cheater': 1, 'OPP CONTEXT: OPPONENT and  TARGET1': 1, 'CONTEXT: <S> TARGET2 is  a  battleground': 1, 'CONTEXT: and  TARGET1 . TARGET1': 1, 'CONTEXT: TARGET1 . TARGET1': 1, 'CONTEXT: TARGET2 is  a  battleground  state': 1, 'PAIR CONTEXT: TARGET2 is  a  battleground  state  now  with  OPPONENT and TARGET1': 1, 'CONTEXT: OPPONENT and TARGET1 .  TARGET1': 1, 'CONTEXT: TARGET1 . TARGET1 is  a': 1, 'CONTEXT: <S> TARGET2': 1, 'OPP CONTEXT: OPPONENT and  TARGET1 .': 1, 'PAIR CONTEXT: TARGET2 is  a  battleground  state  now  with  OPPONENT and  TARGET1 . TARGET1': 1, 'CONTEXT: and TARGET1': 1, 'CONTEXT: TARGET1 is  a  cheater  we': 1, 'CONTEXT: with  OPPONENT and TARGET1 .  TARGET1 is': 1, 'CONTEXT: TARGET1 .  TARGET1': 1, 'CONTEXT: with  OPPONENT and TARGET1': 1, 'CONTEXT: now  with  OPPONENT and TARGET1 .  TARGET1 is  a': 1, 'CONTEXT: and TARGET1 .': 1, 'OPP CONTEXT: state  now  with OPPONENT and  TARGET1 .': 1, 'CONTEXT: TARGET1 is  a  cheater': 1, 'OPP CONTEXT: OPPONENT and  TARGET1 .  TARGET1': 1, 'CONTEXT: TARGET2 is': 1, 'CONTEXT: TARGET2 is  a  battleground': 1, 'CONTEXT: OPPONENT and TARGET1': 1, 'Dependency path to KEYWORD: TARGET1 <- is -> cheater -> can -> not -> let -> KEYWORD': 1, 'CONTEXT: OPPONENT and  TARGET1 . TARGET1': 1, 'CONTEXT: . TARGET1 is': 1, 'TARGET closer to KEYWORD': 1, 'CONTEXT: TARGET2 is  a': 1, 'OPP CONTEXT: OPPONENT and': 1}"
"['<S>', '"" ', ""I'm "", 'just ', 'saying ', ', ', 'TARGET2', ': ', 'You ', ""didn't "", 'win ', 'any ', 'titles ', 'until ', 'TARGET1', 'became ', 'a ', 'presidential ', 'nominee ', '. ', 'Why ', 'mess ', 'with ', 'what ', ""'s "", 'working ', '?"" ', '</S>']","['START', 'O', 'O', 'O', 'O', 'O', 'MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'END']",Presidential Elections,Clinton,Ohio,"{'Has Negation': 1, 'CONTEXT: win  any  titles  until TARGET1': 1, 'CONTEXT: , TARGET2 :': 1, 'CONTEXT: any  titles  until TARGET1': 1, ""CONTEXT: I'm  just  saying  , TARGET2"": 1, 'CONTEXT: any  titles  until TARGET1 became  a  presidential': 1, ""PAIR CONTEXT: TARGET2 :  You  didn't KEYWORD"": 1, ""CONTEXT: just  saying  , TARGET2 :  You  didn't"": 1, 'PAIR CONTEXT: KEYWORD any  titles  until TARGET1': 1, 'CONTEXT: win  any  titles  until TARGET1 became  a  presidential  nominee': 1, ""PAIR CONTEXT: TARGET2 :  You  didn't  win  any  titles  until TARGET1"": 1, 'CONTEXT: , TARGET2': 1, 'Dependency path to TARGET2: TARGET2': 1, 'CONTEXT: until TARGET1': 1, 'CONTEXT: TARGET1 became  a': 1, 'CONTEXT: TARGET2 :': 1, 'CONTEXT: TARGET1 became  a  presidential': 1, ""CONTEXT: TARGET2 :  You  didn't  win"": 1, 'CONTEXT: titles  until TARGET1': 1, 'CONTEXT: saying  , TARGET2 :  You': 1, 'CONTEXT: TARGET1 became': 1, ""CONTEXT: TARGET2 :  You  didn't"": 1, ""CONTEXT: I'm  just  saying  , TARGET2 :  You  didn't  win"": 1, 'CONTEXT: until TARGET1 became': 1, 'CONTEXT: titles  until TARGET1 became  a': 1, 'CONTEXT: saying  , TARGET2': 1, 'CONTEXT: just  saying  , TARGET2': 1, 'Dependency path to KEYWORD: TARGET1 <- became <- until <- titles <- KEYWORD': 1, 'CONTEXT: TARGET1 became  a  presidential  nominee': 1, 'CONTEXT: TARGET2 :  You': 1, 'TARGET closer to KEYWORD': 1}"
"['<S>', '"" ', 'BREAKING ', ': ', 'TARGET2', '"""" ', 'Rally ', '"""" ', 'Draws ', 'MAYBE ', '50 ', 'People ', 'Nobody ', 'at ', 'their ', 'rally ', ""'s "", 'and ', 'they ', 'think ', 'ENTITY', 'will ', 'Win ', '!"" ', '</S>']","['START', 'O', 'O', 'O', 'MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOD', 'O', 'O', 'O', 'END']",Presidential Elections,Clinton,Ohio,"{'CONTEXT: ""  BREAKING  : TARGET2 """"  Rally  """"': 1, 'CONTEXT: BREAKING  : TARGET2': 1, 'CONTEXT: TARGET2 """"  Rally  """"  Draws': 1, 'CONTEXT: : TARGET2': 1, 'CONTEXT: <S> ""  BREAKING  : TARGET2': 1, 'CONTEXT: TARGET2 """"  Rally': 1, 'CONTEXT: <S> ""  BREAKING  : TARGET2 """"  Rally  """"  Draws': 1, 'Dependency path to TARGET2: TARGET2': 1, 'PAIR CONTEXT: TARGET2 """"  Rally  """"  Draws  MAYBE  50  People  Nobody  at  their  rally  \'s  and  they  think  ENTITY will KEYWORD': 1, 'CONTEXT: TARGET2 """"  Rally  """"': 1, 'CONTEXT: ""  BREAKING  : TARGET2': 1, 'CONTEXT: BREAKING  : TARGET2 """"  Rally': 1, 'CONTEXT: : TARGET2 """"': 1, 'CONTEXT: TARGET2 """"': 1}"
"['<S>', '"" ', 'Polls ', 'tightening ', 'in ', 'ENTITY', ', ', 'TARGET2', 'and ', 'ENTITY', '. ', 'Could ', 'all ', 'go ', 'OPPONENT', '. ', 'Still ', 'expect ', 'a ', 'sizeable ', 'TARGET1', 'win ', 'though ', '."" ', '</S>']","['START', 'O', 'O', 'O', 'O', 'MOD', 'O', 'MOD', 'O', 'MOD', 'O', 'O', 'O', 'O', 'MOD', 'O', 'O', 'O', 'O', 'O', 'MOD', 'O', 'O', 'O', 'END']",Presidential Elections,Clinton,Ohio,"{'CONTEXT: Still  expect  a  sizeable TARGET1 win  though  .""  </S>': 1, 'OPP CONTEXT: .  Could  all  go OPPONENT .  Still  expect  a': 1, 'PAIR CONTEXT: TARGET2 and  ENTITY .  Could  all  go  OPPONENT .  Still  expect  a  sizeable TARGET1': 1, 'CONTEXT: tightening  in  ENTITY , TARGET2 and  ENTITY .  Could': 1, 'PAIR CONTEXT: OPPONENT .  Still  expect  a  sizeable  TARGET1 KEYWORD': 1, 'CONTEXT: sizeable TARGET1 win': 1, 'CONTEXT: expect  a  sizeable TARGET1': 1, 'CONTEXT: ENTITY , TARGET2 and  ENTITY': 1, 'OPP CONTEXT: OPPONENT .': 1, 'CONTEXT: TARGET1 win': 1, 'CONTEXT: TARGET2 and  ENTITY .': 1, 'OPP CONTEXT: Could  all  go OPPONENT': 1, 'CONTEXT: a  sizeable TARGET1 win  though': 1, 'CONTEXT: , TARGET2': 1, 'Dependency path to TARGET2: TARGET2': 1, 'CONTEXT: TARGET2 and  ENTITY': 1, 'OPP CONTEXT: Could  all  go OPPONENT .  Still  expect': 1, 'CONTEXT: TARGET1 win  though  .""  </S>': 1, 'OPP CONTEXT: OPPONENT .  Still  expect  a': 1, 'OPP CONTEXT: go OPPONENT': 1, 'CONTEXT: a  sizeable TARGET1': 1, 'CONTEXT: TARGET1 win  though': 1, 'CONTEXT: in  ENTITY , TARGET2 and  ENTITY .': 1, 'CONTEXT: TARGET2 and  ENTITY .  Could': 1, 'Dependency path to KEYWORD: TARGET1 <- expect -> KEYWORD': 1, 'CONTEXT: expect  a  sizeable TARGET1 win  though  .""': 1, 'CONTEXT: Still  expect  a  sizeable TARGET1': 1, 'PAIR CONTEXT: TARGET2 and  ENTITY .  Could  all  go  OPPONENT .  Still  expect  a  sizeable  TARGET1 KEYWORD': 1, 'CONTEXT: tightening  in  ENTITY , TARGET2': 1, 'CONTEXT: , TARGET2 and': 1, 'CONTEXT: TARGET2 and': 1, 'CONTEXT: ENTITY , TARGET2': 1, 'CONTEXT: in  ENTITY , TARGET2': 1, 'OPP CONTEXT: all  go OPPONENT': 1, 'OPP CONTEXT: OPPONENT .  Still  expect': 1, 'CONTEXT: TARGET1 win  though  .""': 1, 'OPP CONTEXT: all  go OPPONENT .  Still': 1, 'OPP CONTEXT: OPPONENT .  Still': 1, 'OPP CONTEXT: .  Could  all  go OPPONENT': 1, 'CONTEXT: sizeable TARGET1': 1, 'TARGET closer to KEYWORD': 1, 'OPP CONTEXT: go OPPONENT .': 1}"
"['<S>', 'ENTITY', '2016 ', 'Latest ', 'News ', '& ', 'Update ', ': ', 'ENTITY', 'Deliver ', 'TARGET2', '? ', '- ', 'Gamenguide ', '</S>']","['START', 'MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'MOD', 'O', 'MOD', 'O', 'O', 'O', 'END']",Presidential Elections,Clinton,Ohio,"{'CONTEXT: Deliver TARGET2 ?': 1, 'CONTEXT: Update  :  ENTITY Deliver TARGET2 ?  -  Gamenguide  </S>': 1, 'CONTEXT: Deliver TARGET2': 1, 'CONTEXT: :  ENTITY Deliver TARGET2 ?  -  Gamenguide': 1, 'Dependency path to TARGET2: TARGET2': 1, 'CONTEXT: TARGET2 ?': 1, 'CONTEXT: TARGET2 ?  -  Gamenguide  </S>': 1, 'Contains ?': 1, 'CONTEXT: Update  :  ENTITY Deliver TARGET2': 1, 'CONTEXT: :  ENTITY Deliver TARGET2': 1, 'Dependency path to KEYWORD: TARGET1 <- KEYWORD': 1, 'CONTEXT: TARGET2 ?  -  Gamenguide': 1, 'CONTEXT: TARGET2 ?  -': 1, 'CONTEXT: ENTITY Deliver TARGET2 ?  -': 1, 'CONTEXT: ENTITY Deliver TARGET2': 1}"
"['<S>', 'If ', 'TARGET2', 'black ', 'people ', 'and ', 'Latinos ', 'go ', 'Vote ', 'TARGET1', 'will ', 'win ', '. ', 'So ', 'Ohio ', 'we ', 'looking ', 'at ', 'you ', '. ', 'Stand ', 'up ', 'against ', 'racist ', 'work ', 'vote ', 'Clinton ', '</S>']","['START', 'O', 'MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'END']",Presidential Elections,Clinton,Ohio,"{'CONTEXT: go  Vote TARGET1': 1, 'CONTEXT: Vote TARGET1': 1, 'CONTEXT: TARGET2 black  people': 1, 'CONTEXT: TARGET1 will  win  .': 1, 'CONTEXT: If TARGET2': 1, 'PAIR CONTEXT: TARGET2 black  people  and  Latinos  go  Vote  TARGET1 will KEYWORD': 1, 'CONTEXT: go  Vote TARGET1 will  win': 1, 'PAIR CONTEXT: TARGET2 black  people  and  Latinos  go  Vote TARGET1': 1, 'CONTEXT: Vote TARGET1 will': 1, 'CONTEXT: and  Latinos  go  Vote TARGET1': 1, 'CONTEXT: TARGET1 will': 1, 'CONTEXT: <S> If TARGET2 black  people': 1, 'CONTEXT: and  Latinos  go  Vote TARGET1 will  win  .  So': 1, 'CONTEXT: TARGET2 black': 1, 'CONTEXT: If TARGET2 black': 1, 'CONTEXT: TARGET2 black  people  and  Latinos': 1, 'CONTEXT: Latinos  go  Vote TARGET1': 1, 'CONTEXT: <S> If TARGET2': 1, 'CONTEXT: Latinos  go  Vote TARGET1 will  win  .': 1, 'PAIR CONTEXT: TARGET1 will KEYWORD': 1, 'CONTEXT: TARGET1 will  win': 1, 'CONTEXT: TARGET2 black  people  and': 1, 'Dependency path to KEYWORD: TARGET1 <- will -> KEYWORD': 1, 'CONTEXT: <S> If TARGET2 black  people  and  Latinos': 1, 'CONTEXT: <S> If TARGET2 black  people  and': 1, 'CONTEXT: TARGET1 will  win  .  So': 1, 'TARGET closer to KEYWORD': 1, 'Dependency path to TARGET2: TARGET2': 1}"
"['<S>', '"" ', 'TARGET1', 'is ', '"""" ', 'Ready ', 'for ', 'the ', 'Ride ', '""""! ', 'Excited ', 'to ', 'help ', 'her ', 'win ', 'in ', 'TARGET2', '! ', '#OHHillYes ', '#mfaNOW ', '#WilliamMerrittChase ', '"" ', '</S>']","['START', 'O', 'MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOD', 'O', 'O', 'O', 'O', 'O', 'END']",Presidential Elections,Clinton,Ohio,"{'CONTEXT: TARGET2 !  #OHHillYes': 1, 'CONTEXT: "" TARGET1': 1, 'CONTEXT: TARGET1 is  """"': 1, 'PAIR CONTEXT: KEYWORD in TARGET2': 1, 'CONTEXT: <S> "" TARGET1 is  """"  Ready  for': 1, 'CONTEXT: TARGET1 is': 1, 'CONTEXT: <S> "" TARGET1 is  """"  Ready': 1, 'CONTEXT: in TARGET2': 1, 'Dependency path to TARGET2: TARGET2': 1, 'CONTEXT: TARGET2 !  #OHHillYes  #mfaNOW  #WilliamMerrittChase': 1, 'CONTEXT: her  win  in TARGET2': 1, 'CONTEXT: win  in TARGET2 !  #OHHillYes': 1, 'CONTEXT: TARGET2 !': 1, 'CONTEXT: in TARGET2 !': 1, 'PAIR CONTEXT: TARGET1 is  """"  Ready  for  the  Ride  """"!  Excited  to  help  her  win  in TARGET2': 1, 'CONTEXT: "" TARGET1 is': 1, 'CONTEXT: TARGET2 !  #OHHillYes  #mfaNOW': 1, 'CONTEXT: <S> "" TARGET1 is  """"': 1, 'Contains !': 1, 'CONTEXT: win  in TARGET2': 1, 'PAIR CONTEXT: TARGET1 is  """"  Ready  for  the  Ride  """"!  Excited  to  help  her KEYWORD': 1, 'CONTEXT: TARGET1 is  """"  Ready': 1, 'CONTEXT: her  win  in TARGET2 !  #OHHillYes  #mfaNOW': 1, 'CONTEXT: TARGET1 is  """"  Ready  for': 1, 'CONTEXT: help  her  win  in TARGET2': 1, 'CONTEXT: help  her  win  in TARGET2 !  #OHHillYes  #mfaNOW  #WilliamMerrittChase': 1, 'TARGET closer to KEYWORD': 1, 'CONTEXT: <S> "" TARGET1': 1}"
"['<S>', '"" ', 'but ', 'you ', ""don't "", 'have ', 'to ', 'vote ', 'for ', 'TARGET1', ', ', 'TARGET2', ""isn't "", 'a ', 'must ', 'win ', 'state ', 'for ', 'her ', '"" ', '</S>']","['START', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOD', 'O', 'MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'END']",Presidential Elections,Clinton,Ohio,"{""CONTEXT: to  vote  for TARGET1 ,  TARGET2 isn't"": 1, 'Has Negation': 1, 'CONTEXT: TARGET1 ,': 1, 'CONTEXT: TARGET1 ,  TARGET2': 1, ""CONTEXT: have  to  vote  for TARGET1 ,  TARGET2 isn't  a"": 1, 'CONTEXT: for TARGET1': 1, 'CONTEXT: vote  for  TARGET1 , TARGET2': 1, 'CONTEXT: to  vote  for TARGET1': 1, ""CONTEXT: TARGET2 isn't  a"": 1, ""CONTEXT: TARGET1 ,  TARGET2 isn't  a"": 1, ""CONTEXT: TARGET2 isn't  a  must  win"": 1, 'CONTEXT: have  to  vote  for TARGET1': 1, 'CONTEXT: , TARGET2': 1, 'Dependency path to TARGET2: TARGET2': 1, ""PAIR CONTEXT: TARGET1 ,  TARGET2 isn't  a  must KEYWORD"": 1, 'PAIR CONTEXT: TARGET1 , TARGET2': 1, 'CONTEXT: for TARGET1 ,': 1, 'CONTEXT: TARGET1 , TARGET2': 1, ""CONTEXT: vote  for  TARGET1 , TARGET2 isn't  a  must  win"": 1, ""PAIR CONTEXT: TARGET2 isn't  a  must KEYWORD"": 1, ""CONTEXT: , TARGET2 isn't"": 1, ""CONTEXT: TARGET2 isn't  a  must"": 1, ""CONTEXT: TARGET1 ,  TARGET2 isn't"": 1, ""CONTEXT: TARGET2 isn't"": 1, 'CONTEXT: for  TARGET1 , TARGET2': 1, 'CONTEXT: vote  for TARGET1 ,  TARGET2': 1, 'CONTEXT: vote  for TARGET1': 1, ""CONTEXT: for  TARGET1 , TARGET2 isn't  a  must"": 1, 'TARGET closer to KEYWORD': 1, ""CONTEXT: TARGET1 , TARGET2 isn't  a"": 1}"
"['<S>', 'out ', 'of ', 'those ', 'ENTITY', 'and ', 'ENTITY', 'look ', 'better ', 'for ', 'TARGET1', '. ', 'So ', 'he ', 'is ', 'prob ', 'going ', 'to ', 'win ', 'ENTITY', 'and ', 'ENTITY', 'in ', 'a ', 'worst ', 'case ', '. ', '</S>']","['START', 'O', 'O', 'O', 'MOD', 'O', 'MOD', 'O', 'O', 'O', 'MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'MOD', 'O', 'MOD', 'O', 'O', 'O', 'O', 'O', 'END']",Presidential Elections,Clinton,Ohio,"{'CONTEXT: look  better  for TARGET1 .  So  he': 1, 'CONTEXT: TARGET1 .': 1, 'CONTEXT: TARGET1 .  So  he  is': 1, 'Ends with .': 1, 'CONTEXT: look  better  for TARGET1': 1, 'CONTEXT: better  for TARGET1 .  So': 1, 'Dependency path to TARGET2: TARGET2': 1, 'CONTEXT: better  for TARGET1': 1, 'CONTEXT: TARGET1 .  So': 1, 'CONTEXT: for TARGET1': 1, 'CONTEXT: ENTITY look  better  for TARGET1': 1, 'CONTEXT: TARGET1 .  So  he': 1, 'TARGET closer to KEYWORD': 1, 'CONTEXT: for TARGET1 .': 1, 'PAIR CONTEXT: TARGET1 .  So  he  is  prob  going  to KEYWORD': 1, 'CONTEXT: ENTITY look  better  for TARGET1 .  So  he  is': 1}"
